id,symbol,name,narrative,price,volume,market_cap
bro-on-base,bro,BRO on BASE,meme,0.00018898,12285.81,136610.0
heidrun,heidrun,Heidrun,meme,0.00013778,286.97,136527.0
wrapped-fc-barcelona-kayen,wbar,Wrapped FC Barcelona (Kayen),meme,1.076,25077.0,136260.0
owo,owo,Owo,meme,3.23771e-10,51584.0,136232.0
xrp-god-candle,xgc,XRP GOD CANDLE,meme,0.00023071,3.57,135886.0
omega-2,omega,Omega,meme,0.00013555,1149.98,135572.0
shart,shart,SHART,meme,0.00016642,7505.84,135261.0
bonkwifhat,bif,bonkwifhat,meme,0.00013518,1938.45,135225.0
internosaur,$intern,Internosaur,meme,0.00014636,1.47,134915.0
suiba-inu,suib,Suiba Inu,meme,0.00013476,39.81,134757.0
bowser,bowser,Bowser,meme,3.20157e-07,5.94,134687.0
mewing-coin,mewing,Mewing Coin,meme,0.00013444,144.99,134467.0
boop-3,boop,BOOP,meme,0.00013696,540.53,134122.0
ninjachat,ninja,NinjaChat AI,meme,0.0001338,6586.98,133764.0
barry-the-badger,barry,Barry the badger,meme,0.00014194,52967.0,133640.0
fleabone,bone,FLEABONE,meme,3.1731e-07,777.99,133489.0
gud-tek,gudtek,GUD TEK,meme,0.00013333,23018.0,133452.0
hl-gato,hlgato,Hl Gato,meme,0.00013306,3741.62,133355.0
ronnie,ronnie,Ronnie,meme,0.000148,3.95,133096.0
bro-the-cat,bro,Bro the cat,meme,0.00013294,1827.12,132930.0
team-mysten,mysten,Team Mysten,meme,1.395e-05,828.86,132882.0
stickman-2,stickman,stickman,meme,0.0001324,41599.0,132109.0
bitcoin-2-0-2,btc2,Bitcoin 2.0,meme,0.00627517,2016.43,131803.0
the-society-library,sl,The Society Library,meme,0.0002215,361.45,131371.0
top-protocol,top,TOP PROTOCOL,meme,0.02061257,38.81,131024.0
duck-the-doug,doug,Doug the Duck,meme,0.0001308,1428.52,130820.0
charlie-3,charlie,Charlie,meme,0.00013059,1706.74,130619.0
official-ray-lewis,fit,OFFICIAL RAY LEWIS,meme,0.00013127,539.85,130197.0
miss-china,mschina,Miss China,meme,0.00013648,61.08,129971.0
mikawa-inu-2,shikoku,Mikawa Inu,meme,1.29928e-10,248.22,129819.0
ghffb47yii2rteeyy10op,ghffb47yii2rteeyy10op,ghffb47yii2rteeyy10op,meme,1.3e-06,250.33,129712.0
gremly,$gremly,Gremly,meme,3.14073e-10,6163.9,129361.0
alf,alf,ALF,meme,1.29e-06,23897.0,128761.0
based-snek,snek,BASED SNEK,meme,0.00012838,1059.97,128530.0
roolz,godl,RoOLZ,meme,0.00024527,220531.0,128273.0
bliffy,bliffy,Bliffy,meme,7.62e-06,11.95,127962.0
pizza,pizza,Pizza,meme,0.00012771,100.78,127720.0
biao-on-bnbchain,biao,Biao on BNBChain,meme,0.00013169,671.25,127651.0
worthless-coin,worthless,worthless coin,meme,0.0001267,268471.0,127281.0
kyro,kyro,Kyro,meme,0.00012693,43001.0,127108.0
zoomer-sol,zoomer,Zoomer,meme,0.00031312,2227.24,127061.0
slop,slop,Slop,meme,0.000127,159044.0,126975.0
zerebro-token-of-transformation,gaycoin,Zerebro Token Of Transformation,meme,0.00012634,106.63,126354.0
market-fun,market,Market fun,meme,0.00012545,2952.95,125447.0
defido,defido,DeFido,meme,0.00014391,5.3,124783.0
floos,fls,Floos,meme,0.0001349,42.66,124688.0
msq-cycle-burn,burn,MSQ Cycle Burn,meme,0.01220789,179.2,124679.0
ai404,$error,AI404,meme,8.642e-05,8.32,124452.0
coin6900,coin,Coin6900,meme,0.00012832,268.78,124382.0
brett-s-cat,balt,Brett's cat,meme,0.00013033,6072.22,124379.0
tiny-panda,$tinyp,Tiny Panda,meme,1.24e-06,96.54,124010.0
marv,marv,Marv,meme,2.94392e-10,68.28,123932.0
eric,eric,Elon's Pet Fish ERIC,meme,0.00123632,841.89,123716.0
snibbu-2,snibbu,Snibbu,meme,0.00018525,56425.0,123558.0
yawn,yawn,YAWN,meme,1.539e-05,47766.0,123106.0
peace-guy,peaceguy,Peace Guy,meme,0.00012218,18783.52,122153.0
us-usach,usach,Us Usach,meme,0.0001221,2.32,122099.0
b-h-a-d,bhad,B.H.A.D,meme,0.0001234,1914.38,122094.0
basedandy,andy,Based Andy,meme,0.00012176,4349.45,121953.0
naitzsche,nai,Naitzsche,meme,0.00012155,628.93,121552.0
ishi-go,ishi,Ishi Go,meme,0.00012144,64244.0,121449.0
keydog,$keydog,KEYDOG,meme,0.0001214,747.91,121406.0
morud,morud,Morud,meme,0.00012103,609.88,121040.0
based-butthole,butthole,Based Butthole,meme,1.21e-06,141.93,120920.0
dyor-token-2,dyor,DYOR,meme,1.7496e-08,34.1,120720.0
usacoin,usacoin,USAcoin,meme,0.00568432,43671.0,120492.0
away-from-keyboard,afk,Away From Keyboard,meme,0.0001587,90.86,120361.0
richcoin,richcoin,恭喜发财,meme,0.00012033,12577.66,120330.0
tiny-fren,smol,Tiny Fren,meme,1.2e-06,1.2,120266.0
vibing-cat,vcat,Vibing Cat,meme,0.098128,3036.87,120010.0
catwifhat-3,catwif,CatWifHat,meme,0.0001332,294.91,119875.0
gou,gou,Gou,meme,0.00011976,392.6,119840.0
chester,$chester,Chester,meme,0.00012294,627.03,119795.0
nox,nox,NOX,meme,0.119672,222.18,119653.0
fartcoin-2,fart,FartCoin,meme,0.00172271,24665.0,119613.0
based-hoppy,hoppy,Based Hoppy,meme,0.00012366,1692.57,119370.0
milkbag,milkbag,MILKBAG,meme,0.00012891,494.83,119261.0
acid-toad,toad,Acid Toad,meme,2.83395e-10,248.23,119221.0
clancy,clancy,Clancy,meme,0.00011917,1025.09,119174.0
dt-inu,dti,DT Inu,meme,0.00011912,11224.85,119123.0
minetard-ai,mtard,MineTard AI,meme,0.000119,192.21,118992.0
simple-coin,simple,Simple coin,meme,0.00011871,38149.0,118731.0
maow,maow,maow,meme,0.00011861,503622.0,118602.0
gaming,gaming,GAMING,meme,0.00011856,49580.0,118529.0
toona,toona,toona,meme,0.0001251,521.88,118032.0
black-devil,anglerfish,Black Devil,meme,0.00011801,165009.0,117930.0
zeus-3,zeus,ZEUS,meme,0.00011681,15984.89,116834.0
trump-derangement-syndrome,tds,Trump Derangement Syndrome,meme,0.00011676,178.38,116751.0
maga-pepe,magapepe,MAGA PEPE,meme,2.767e-12,3758.84,116409.0
gdog,gdog,GDOG,meme,1.4e-06,6.55,116399.0
colon,colon,Colon,meme,0.00011858,46155.0,116383.0
shih-tzu,shih,Shih Tzu,meme,1.1618e-10,46.7,116180.0
the-blinking-ai-cat-catfather,catf,The Blinking AI Cat - Catfather,meme,0.00011989,5584.13,116022.0
toad-2,toad,TOAD,meme,2.75311e-10,6829.56,115820.0
baby-pepe-2,babypepe,Baby Pepe,meme,2.99442e-07,23.1,115680.0
wicked,wicked,Wicked,meme,0.00011554,2912.11,115536.0
dogwifnohat,nohat,DogWifNoHat,meme,0.00011754,1425.0,115496.0
doge-inu,dinu,Doge Inu,meme,2.31621e-10,8.07,115384.0
deer-token,deer,DEER TOKEN,meme,0.00020869,45778.0,115109.0
elawn-moosk,moosk,Elawn Moosk,meme,0.00011507,1164.21,115062.0
papichulo,chulo,Papichulo,meme,0.00014112,25.48,115052.0
minidoge-3,minidoge,Minidoge,meme,0.00011459,707.99,114600.0
nyxia-ai,nyxc,Nyxia AI,meme,0.01145502,1942.79,114575.0
upside-down-meme,wewe,WEWECOIN,meme,1.14e-06,61.15,114086.0
p-nut-s-freedom-farm,good,P’Nut's Freedom Farm,meme,0.0001897,1470.87,113631.0
dapyai,$dapy,DapyAI,meme,0.00011345,2.57,113449.0
catsolhat,solcat,CatSolHat,meme,0.00162085,549.99,113377.0
shiboo,shiboo,Shiboo,meme,1.134e-05,13.29,113250.0
trumpius-maximus,trumpius,Trumpius Maximus,meme,0.00239774,207845.0,113052.0
chipi,chipi,CHIPI,meme,0.00011302,29.15,112985.0
dragon-sun,drgn,Dragon Sun,meme,0.00011255,85.87,112551.0
american-bitcoin,abtc,American Bitcoin,meme,3.17729e-07,4517.01,112507.0
frogger,frogger,FROGGER,meme,0.00011144,7609.57,112479.0
hawk-tuah,hawktuah,Hawk Tuah,meme,0.00012399,160937.0,112431.0
donald-toad-coin,dtc,Donald Toad Coin,meme,0.00162933,50978.0,112424.0
the-theory-of-gravity,thog,Theory Of Gravity,meme,0.00011832,379.77,112249.0
jason-derulo,jason,Jason Derulo,meme,0.00011208,1022.69,112069.0
geoff,geoff,Geoff,meme,0.00011199,9.95,112015.0
aguri-chan,aguri,Aguri-Chan,meme,2.66008e-07,44784.0,111907.0
andy-on-eth,andy,Andy on ETH,meme,0.116127,28.13,111868.0
updog,updog,UpDog,meme,3.25997e-10,2.12,111729.0
black-unicorn-corp,moon,Black Unicorn Corp.,meme,8.27e-06,3.97,111650.0
mew-woof-dao,mwd,MEW WOOF DAO,meme,0.0001116,199.8,111599.0
poodle,poodl,Poodl,meme,1.474e-09,3.07,110708.0
calicoin-2,calico,Calicoin,meme,0.00011533,464.09,110657.0
kwak,kwak,KWAK,meme,0.00010989,50236.0,110591.0
coal-2,coal,COAL,meme,0.00523408,159.45,109916.0
cat-token,cat,Mooncat CAT,meme,0.01676856,30369.0,109460.0
baby-pepe-4,babypepe,Baby Pepe,meme,2.64167e-07,58211.0,109385.0
birb-3,birb,birb,meme,0.00010932,243.04,109199.0
spurdo-sparde-3,spurdo,Spurdo Spärde,meme,0.00011843,4842.57,109099.0
eggdog,egg,Eggdog,meme,0.0001089,3918.06,108934.0
zilpepe,zilpepe,ZilPepe,meme,2.58825e-10,78.89,108885.0
grok-inu,grokinu,Grok Inu,meme,2.61139e-13,115.48,108812.0
naincy,naincy,NAINCY,meme,0.00062061,2611.04,108734.0
red-pepe-2,rpepe,Red Pepe,meme,2.206e-09,1.33,108687.0
motion-coin,motion,Motion Coin,meme,0.0001206,2788.29,108558.0
neirei,neirei,Neirei,meme,1.09e-06,8.73,108379.0
supa-pump,supa,Supa Pump,meme,0.0001126,3201.63,108308.0
yes-3,yes,YES,meme,1.48,766.07,108267.0
trump-47,47,TRUMP 47,meme,0.00012803,2523.56,107993.0
otto,$otto,Otto,meme,0.00010799,51.03,107992.0
ruri-truth-terminal-s-crush,ruri,Ruri - Truth Terminal's Crush,meme,0.00010791,382.59,107931.0
waygu-cash,waygu,WAYGU CASH,meme,0.0001089,7376.79,107804.0
pepepow,pepew,PEPEPOW,meme,2.11e-06,113.91,107562.0
babytrump,babytrump,BABYTRUMP,meme,0.00270714,25.88,107459.0
croc-cat,croc,croc cat,meme,0.00010741,6.28,107427.0
scrat,scrat,Scrat,meme,0.00107366,3742.96,107369.0
suinami,nami,SUINAMI,meme,1.071e-05,107.15,107137.0
dark-maga-2,dmaga,dark maga,meme,2.54591e-07,33659.0,107091.0
tapdadoge,run,TapDaDoge,meme,3.15e-05,9.66,107086.0
nasdao-ai,ndao,Nasdao Ai,ai,3.96e-05,105.01,43566.0
lucy-ai,lucy,Lucy AI,ai,4.25e-05,16.7,42496.0
oracle-3,orcl,Oracle,ai,0.00199843,118.64,42019.0
buttholes,bhole,Buttholes,ai,4.056e-05,978.1,40531.0
inoai,ino,InoAi,ai,3.918e-05,235.92,39180.0
a16z-ai-dog,tilly,a16z AI Dog,ai,3.774e-05,91398.0,37700.0
fiji-exe,fiji,FIJI.EXE,ai,3.901e-05,28.18,36905.0
diviner-2,diviner,DIVINER,ai,3.686e-05,585.05,36862.0
lillo-ai,$lillo,Lillo AI,ai,3.654e-05,18.46,36537.0
yieldmachine,ymach,YieldMachine by Virtuals,ai,3.635e-05,54.14,36404.0
wars-by-wow-ai,wars,WARS by wow.ai,ai,0.00014872,1504.69,36168.0
rekt-burgundy-by-virtuals,mxnbc,Rekt Burgundy by Virtuals,ai,4.879e-05,1807.07,35500.0
cyphomancer,42,Cyphomancer,ai,3.787e-05,106.76,35218.0
epoch,epoch,Epoch,ai,3.359e-05,3790.95,33567.0
astheria,heria,Astheria,ai,3.379e-05,25.27,33520.0
finance-wizard,wizard,Finance Wizard,ai,3.373e-05,70.97,33347.0
tay,tay,TAY,ai,6.133e-05,1.19,32134.0
jelly-ai,jai,JELLY AI,ai,3.13e-06,10.9,31252.0
gooseai,goose,GOOSEAI,ai,3.11e-05,36.23,31071.0
emptiness-coin,∅,Emptiness Coin,ai,3.109e-05,3.73,31064.0
nexus-erebus,nxr,Nexus Erebus,ai,3.104e-05,69.19,30259.0
aurora-terminal,aurora,Aurora,ai,3.015e-05,10.26,30141.0
zoa-ai,zoa,ZOA AI,ai,3.006e-05,221.39,30048.0
prometheus-waluigi,prome,Prometheus Waluigi,ai,2.975e-05,89.25,29693.0
darksun,binary,darksun,ai,2.891e-05,26.91,28910.0
my-token,mtk,My Token,ai,2.819e-05,4.53,28137.0
inflatable-buttplug,buttplug,Inflatable Buttplug,ai,2.895e-05,109.58,28112.0
dogius-maximus,dogius,Dogius Maximus,ai,2.808e-05,84.72,28105.0
vera-ai,vera,Vera AI,ai,2.808e-05,83.73,28070.0
ai16zterminalfartarczerellmswarm,gudtek,ai16zterminalfartARCzereLLMswarm,ai,2.783e-05,213.18,26967.0
punk3493,punk3493,PUNK3493,ai,2.674e-05,2.49,26716.0
nyx-by-virtuals,nyx,Nyx by Virtuals,ai,2.557e-05,154.26,25579.0
assai,assai,ASSAI,ai,2.503e-05,185.57,25046.0
recursive-sigil-protocol,glyph,Recursive Sigil Protocol,ai,2.463e-05,418.0,24628.0
agawa,agawa,AGAWA,ai,2.428e-05,563.56,24273.0
hyperboreal-infinity,hypr∞,HYPERBOREAL INFINITY,ai,2.37e-05,49429.0,23775.0
artificial-idiot,aii,Artificial idiot,ai,2.397e-05,6.53,23651.0
mind-zero,mind,Mind Zero,ai,2.332e-05,47.37,23306.0
gpu-inu,gpuinu,GPU Inu,ai,2.31e-06,37.5,23080.0
zerobyte,zb,ZeroByte,ai,2.284e-05,4.12,22833.0
ai-virtual-agents,aivia,AI Virtual Agents,ai,2.268e-05,2744.41,22478.0
goatse-forest-rave,gfr,Goatse Forest Rave,ai,2.171e-05,24.13,21707.0
stonefish-ai,sai,STONEFISH AI,ai,2.31e-06,2.33,21674.0
the-anthropic-order,tao,The Anthropic Order,ai,2.129e-05,231.44,21270.0
yann-lecoin,yann,Yann LeCoin,ai,2.055e-05,91.84,20532.0
wibwob,wibwob,WibWob,ai,2.011e-05,17.01,19758.58
tardigrade,tardi,tardigrade,ai,1.976e-05,1.53,19752.29
the-pea-guy-by-virtuals,peaguy,The Pea Guy by Virtuals,ai,2.157e-05,6.91,19627.94
brain-frog,brain,Brain Frog,ai,0.00194921,13066.14,19508.9
cognitive-accelerationism,cog/acc,Cognitive Accelerationism,ai,1.944e-05,3.66,19437.62
ninja-pump,ninjapump,Ninja Pump,ai,1.912e-05,51.6,19111.41
american-general-intelligence,agi,American General Intelligence,ai,1.908e-05,2.76,19082.13
marie-rose-ai,marie,Marie Rose AI,ai,1.898e-05,260.39,18978.15
cheshire-grin,grin,Cheshire Grin,ai,1.884e-05,50.43,18829.73
shrubius-maximus,shrubius,Shrubius Maximus,ai,1.85e-05,1474.1,18511.29
hopecoin,$hope,Hopecoin,ai,1.837e-05,1258.77,18381.0
ai-crystal-node,aicrynode,AI Crystal Node,ai,1.785e-05,1.22,17825.08
trump-ai,$traimp,Trump AI,ai,1.739e-05,7.37,17099.78
camel-dad,camel,Camel Dad,ai,2.17e-06,11.04,17048.8
h0l0,h0l0,H0L0,ai,1.761e-05,8.79,17000.03
a-new-internet-money-era,anime,A New Internet Money Era,ai,1.735e-05,2.0,16907.47
panterai,panterai,PanterAI,ai,1.685e-05,6.64,16843.83
chadgpt,giga,ChadGPT,ai,1.645e-05,5.04,16432.92
tap-hold-and-load-in-4k,thl,Tap Hold and Load in 4k,ai,1.646e-05,59.87,16359.64
beta-trader,beta,Beta Trader,ai,1.627e-05,3.25,16246.89
memeerkat,mkat,Memeerkat,ai,1.624e-05,16.19,16241.23
gerta,gerta,Gerta,ai,1.615e-05,16.53,16145.26
coder-gf,codergf,Coder GF,ai,1.609e-05,3.93,16082.75
longevity-ai,longai,Longevity AI,ai,1.79e-05,3.65,15738.25
atreu,atreu,Atreu,ai,1.572e-05,715.28,15678.88
truth-terminal-s-hentai,hentai,Truth Terminal's Hentai,ai,1.525e-05,2.74,15232.1
radx-ai,$radx,Radx Ai,ai,2.41e-06,49666.0,15036.92
solod-the-buddy,buddy,Solod The Buddy,ai,1.501e-05,190.51,15008.13
morph,morph,MORPH,ai,3.68482e-10,20.89,14925.16
viora-is-online,viora,VIORA IS ONLINE,ai,1.494e-05,3.15,14910.19
agent-dora,ad,Agent DORA,ai,1.468e-05,4.14,14677.13
rebel-by-virtuals,rebelz,Rebel by Virtuals,ai,1.465e-05,9.36,14653.2
gaisha-ai,gaisha,Gaisha AI,ai,1.46e-05,6.13,14595.16
retard-ai,retard,RETARD AI,ai,1.469e-05,28.87,14548.96
bitchemical-token,bchem,Bitchemical Token,ai,1.448e-05,24910.0,14478.58
upgrates,upg,Upgrates,ai,1.596e-05,7.51,14396.48
kailith,kaily,Kailith,ai,1.389e-05,7.68,13892.09
launchtokenbot,capo,LaunchTokenBot,ai,1.416e-05,15.83,13734.55
sarah,sarah,Sarah,ai,1.39e-05,46.47,13621.95
deus,deus,DEUS,ai,1.455e-05,57.91,13097.96
goatse,goatse,GOATSE,ai,1.28996e-13,185.72,12890.39
kando-ai,kando,KANDO AI,ai,1.147e-05,22.87,12819.0
moondog-ai,mdogai,MoonDog AI,ai,1.261e-05,4.86,12613.57
ronout,ronout,Ronout,ai,1.797e-05,4.97,12580.77
yumiko-ai,alive,Yumiko AI,ai,1.25e-05,26.13,12490.6
this-will-cook,women,this will cook,ai,1.25e-05,40.09,12479.29
nexara,nxr,Nexara,ai,1.235e-05,5.96,12353.76
machine-delusions,mdel,Machine Delusions,ai,1.228e-05,8.22,12275.77
venti,$venti,Venti,ai,1.265e-05,94.66,12062.82
lucy-ai-agent,lcy,Lucy Ai Agent,ai,1.929e-05,19.76,11798.09
xspectra-ai,$xai,Xspectra Ai,ai,0.00117748,30.72,11774.81
boltai,boltai,BoltAI,ai,1.173e-05,16.18,11725.55
john-mcaifee,mcaifee,John McAIfee,ai,1.167e-05,23.35,11665.73
illusive-ai,kaia,Illusive AI,ai,1.162e-05,22.55,11619.87
violet,violet,Violet,ai,1.161e-05,51757.0,11605.43
dream-machine,$dream,Dream machine,ai,5.963e-05,172.73,11580.25
kz-token,kz,KZ,ai,2.339e-08,1.42,11571.03
goatseglebe,glebe,goatseglebe,ai,1.129e-05,112.99,11225.04
virus-protocol,virus,Virus Protocol,ai,1.108e-05,199.85,11048.36
oink,oink,Oink,ai,2.53581e-07,397.18,10668.85
zoo-world,zoo,Zoo World,ai,1.043e-05,189.57,10342.7
bob-the-snek,bob,Bob the Snek,ai,1.024e-05,6.08,10233.35
brokie-ai,$brokie,BROKIE AI,ai,1.003e-05,70.83,10033.87
stardoge,stardoge,StarDOGE,ai,9.9894e-08,5332.17,9989.45
fartgpt,fartgpt,FartGPT,ai,9.61e-06,1.74,9612.3
altariste-by-virtuals,asta,Altariste by Virtuals,ai,2.339e-05,4.55,9542.01
limoncelloai,limon,LimoncelloAI,ai,0.00094659,106.7,9465.92
sigma-ai-terminal,sai,Sigma AI Terminal,ai,9.38e-06,3.57,9370.13
anti-goatse,ag,Anti-Goatse,ai,9.04e-06,7.75,9031.52
dwog,dwog,dwog,ai,9.17e-06,213.8,8998.89
