cmc_id,symbol,name,narrative,price,volume,market_cap
34647,GAME,GAME by Virtuals,gaming,0.05742036978711159,2283267.91310822,0.0
37245,TRWA,Tharwa,rwa,0.0057952010429217155,2211912.72191016,0.0
36286,TRUMP,PEPE TRUMP (pepetrump.cc),meme,4.077740016076188e-08,1664970.79484019,0.0
34491,GO4,GameOnForge,gaming,0.49128098602749454,1647310.4697747,0.0
36326,FUR,Furfication,meme,0.0003136078197067198,1543179.1347241,0.0
34102,TIG,The Innovation Game,gaming,0.6164608543926324,1541919.43171123,0.0
36603,BOXCAT,BOXCAT,meme,0.00019670359189757745,1459744.12787077,0.0
37009,GRDM,Gridium AI,ai,0.0030233098465472477,1426902.45838863,0.0
36799,SBET,SharpLink Gaming,gaming,0.00020399705628939725,1369296.76217717,0.0
36318,MGG,MimboGameGroup,gaming,0.0014305939132060964,1220771.21247299,0.0
21672,HGG,Hedera Guild Game,gaming,0.0015382525963926353,1200107.00884677,0.0
30555,CANDLE,Candle Cat,meme,0.00240624444259977,1184653.0741733,0.0
22454,PEPE,PepePAD,meme,9.958909219713821e-06,1176954.09443697,0.0
33369,BOME,Book of Meme 3.0,meme,7.098087368919e-11,1168691.166404,0.0
27036,LUIGI,Luigi Inu,meme,0.0011804079291710217,1062553.49736884,0.0
34649,CONVO,Prefrontal Cortex Convo Agent by Virtuals,ai,0.004158105647205979,1002416.6453485,0.0
36979,FROGGIE,Froggie,meme,0.005550238497632736,988800.32217976,0.0
33620,FNXAI,Finanx AI,ai,0.6973876225015367,891717.83473635,0.0
34159,BONGO,Bongo Cat,meme,0.012302835085573617,810922.94548439,0.0
36990,PEPEONTRON,PePeonTron,meme,0.06396041639481251,810079.77040418,0.0
36221,RWA,RWA Ecosystem,rwa,30.98051392778922,728516.86380905,0.0
33951,PAI,Panther Ai,ai,0.015541088786046108,659514.46600432,0.0
35621,SOGNI,Sogni AI,ai,0.0031697064883038106,621490.87594258,0.0
33050,PEPE,Based Pepe,meme,2.6977174853326524e-08,603730.93491981,0.0
24961,PEPEAI,PepeAI,meme,5.5497553997770714e-05,520662.64582669,0.0
19259,lolcat,lolcat,meme,0.0002198276730440186,513552.12771863,0.0
32488,GME,GameStop Coin,gaming,0.00011034743896146142,447099.9325195,0.0
35894,BONDX,BONDX,rwa,0.004150290097035134,440426.72687793,0.0
34680,AIAGENT,Casper AI,ai,0.0007538453854824206,425476.76102323,0.0
36903,SN62,Ridges AI,ai,3.68983243424542,413708.04471049,0.0
32486,CAT,NOT,meme,0.0005763262286799541,389864.33419564,0.0
36606,DIS,Distribute.ai,ai,0.003588699207616645,369159.79261803,0.0
36287,PEPE,PEPE AI (pepeai.one),meme,0.00030638733700004043,367091.97486477,0.0
31649,BICITY,BiCity AI Projects,ai,0.0003948065415902938,334261.98212957,0.0
10088,POLYDOGE,PolyDoge,meme,4.659052441428921e-09,334006.42044238,0.0
35595,GMRT,The Game Company,gaming,0.005052203705668346,316556.11259224,0.0
15428,EShib,Euro Shiba Inu,meme,1.060896754644e-12,314288.04376993,0.0
31378,RADX,Radx AI,ai,2.4093695665912926e-06,302121.34159582,0.0
29020,APP,RWAX,rwa,0.004880969210426153,301160.21475208,0.0
34149,AIFUN,AI Agent Layer,ai,0.0022279385466602423,284145.76382246,0.0
36717,ZENAI,Zen AI,ai,0.00034540935156910675,280854.27086184,0.0
34845,TMAI,Token Metrics AI,ai,0.0006772492753185423,278999.57358963,0.0
36427,BAYC,BAYC AI,ai,0.11004819281352261,274459.09192626,0.0
28589,FROGE,Froge (ETH),meme,2.63643577990015e-09,273891.27232149,0.0
35175,METANIA,MetaniaGames v2,gaming,0.03687752354780109,272657.90366084,0.0
33034,CATALORIAN,Catalorian (CatalorianOGETH),meme,0.00043405295469647507,268999.975514,0.0
35486,GAMES,OrdzGames,gaming,0.04222129475026036,269176.03360807,0.0
34593,BLADE,Blade Games,gaming,0.017919137360921766,253023.56322454,0.0
34882,DESCI,SUI Desci Agents,ai,0.0007049895444836176,251208.83724057,0.0
35653,CATTON,Catton AI,meme,3.4126765908141e-08,249221.75759062,0.0
32022,SKOP,Skulls of Pepe Token,meme,0.03171627421536567,245768.49358393,0.0
32346,COAI,CodeMong Ai,ai,3.0964949385803946e-06,243923.73475541,0.0
11557,DOG,Own The Doge,meme,0.001489906991998674,243298.52074694,0.0
36009,VAI,Vyvo AI,ai,1.9004328364809315,240812.08529798,0.0
36667,BDG,Beyond Gaming,gaming,0.0015648533426962118,234379.90006744,0.0
34317,SAINT,Satoshi AI agent by Virtuals,ai,0.0005890853518706134,228821.46869844,0.0
35720,HEU,Heurist AI,ai,0.021944536874751498,226641.41447863,0.0
23520,SMART,Smart Game Finance,gaming,0.0040876579025405525,226249.79915558,0.0
35797,BNBAI,BNB Agents,ai,0.0001130113763337283,222349.06892651,0.0
2336,GTC,Game.com,gaming,7.621233711315354e-05,217294.54163828,0.0
12078,DOG,DogeSwap,meme,0.0043346159464271875,214688.7441579,0.0
31788,EAI,Eagle AI,ai,0.13772252619485795,209132.04153787,0.0
33893,SHEGEN,Fi - Ai With Daddy Issues,ai,0.0002921724840500671,206023.16666498,0.0
35849,OIIAOIIA,spinning cat,meme,0.0026199990604539323,203449.37942509,0.0
32865,TRUMP,TRUMP AI,ai,2.212042694053717e-05,201976.02068482,0.0
31183,GIKO,Giko Cat,meme,0.38244529082287865,199866.52663174,0.0
22656,GAU,Gamer Arena,gaming,0.0015998565112321248,199095.39164343,0.0
31874,TRUMP,PEPE,meme,8.348920086929909e-08,194578.36622891,0.0
29488,VIA,Octavia AI,ai,0.020023602061755078,188761.36740701,0.0
28647,CATBOY,Catboy,meme,0.00574722317454207,185972.82194105,0.0
35530,OSOL,OSOL AI Index,ai,0.0055607689129443015,177272.01013876,0.0
26676,INU,INU,meme,6.40308435240035e-10,175505.03300259,0.0
32686,ZYGO,Zygo the frog,meme,0.0022023501622709034,169086.17038601,0.0
34864,AVERY,Avery Games,gaming,1.0720254130948269e-05,165948.7603052,0.0
36463,XNPCS,NPCS AI,ai,0.0007891014598430128,165242.89238284,0.0
28894,KITTY,Kitty AI,ai,0.0002803280950807137,162456.3769552,0.0
16001,DKS,DarkShield Games Studio,gaming,4.000876235284737e-05,162699.86931971,0.0
34811,TRENCHAI,Trenches AI,ai,0.00021599747024079395,161636.67060018,0.0
34020,DOGECAST,Dogecast,meme,0.00010295512376900619,160310.08057969,0.0
35770,PIAI,Pi Network AI,ai,4.948903642697e-12,159712.15700546,0.0
33736,DOGE,Department of Gov Efficiency (deptofgovtefficiency.com),meme,0.05750596970131691,159069.98158073,0.0
26135,AMC,AI Meta Club,ai,0.4093812314975135,157662.3373535,0.0
29839,MGC,Meta Games Coin,gaming,1.5177641443053989,138672.41171118,0.0
25159,MEME,meme (Ordinals),meme,0.0015079176716541224,134742.68487776,0.0
34056,NAWS,NAWS.AI,ai,0.00018211180211344797,132199.93196327,0.0
27881,BNBDOG,BNB DOG INU,meme,3.0416071434e-14,124462.04166508,0.0
31523,PEW,pepe in a memes world,meme,3.570080833698292e-07,122478.80032834,0.0
35706,ANITA,Anita AI,ai,0.0021616517130428657,120325.70437188,0.0
34698,SOLARIS,Solaris AI,ai,0.00042697457196435467,119924.52455221,0.0
28791,1CAT,Bitcoin Cats,meme,0.0002049802700209129,116615.95408392,0.0
20700,WKC,Wiki Cat,meme,1.324569484774166e-08,112803.86582759,0.0
18323,MILO,Milo Inu,meme,3.233590173143293e-09,110230.24531557,0.0
34549,A1X,AI Nexus,ai,0.0028528246471153963,110024.18710563,0.0
36470,SUIAGENT,aiSUI,ai,0.00019102686687079144,107614.18682947,0.0
31291,CATX,CATX,meme,5.493555593803873e-06,106564.6985185,0.0
33749,CATANA,Catana,meme,0.0008534716946584838,100235.22442521,0.0
24406,YESP,Yesports,gaming,9.63129535148644e-05,96371.60571512,0.0
33289,DOGEN,DOGEN,meme,0.00015736025322178805,95367.91980295,0.0
35000,AIVA,AI Voice Agents,ai,0.00016060438066570657,91062.72928575,0.0
35067,BC,BCGame Coin,gaming,0.0047991450859723025,81157.62330255,0.0
34621,RICH,GPU ai Rich,ai,0.0004269758953832549,85814.68857358,0.0
30349,BITCAT,Bitcat,meme,0.0003430468206237698,84392.5253094,0.0
28639,BAZED,Bazed Games,gaming,0.08126850419542213,83601.63277581,0.0
24094,MGKL,MAGIKAL.ai,ai,5.637172868479812e-08,83281.98443022,0.0
35625,HQ,Metaverse HQ,gaming,0.0017139089471729855,82693.91770611,0.0
23253,TRG,The Rug Game,gaming,9.103286535898388e-08,82904.35688141,0.0
11211,DXCT,DNAxCAT Token,meme,0.016050492201366146,81944.18379688,0.0
13437,KIBA,Kiba Inu,meme,5.998336994630786e-07,81530.92653987,0.0
9518,MEPAD,MemePad,meme,0.0009663296332822497,81077.7392006,0.0
23505,NVG,NightVerse Game,gaming,0.0009137280202111058,80303.44216637,0.0
15140,EGAME,EVERY GAME,gaming,7.988090251667781e-06,79767.59203893,0.0
22113,KAP,KAP Games,gaming,0.0008969586432658698,79661.59944404,0.0
27459,DOGE2.0,Doge 2.0,meme,4.48915230406661e-10,79356.6918313,0.0
29837,RING,Ring AI,ai,0.00758860160383785,79311.88501642,0.0
6744,CHAIN,Chain Games,gaming,0.018891316497484514,79124.40460243,0.0
30990,CATGPT,CatGPT,meme,0.00011169028754770869,78357.18191922,0.0
35215,DUCKAI,Duck AI,ai,0.00036921293775059126,78614.51623997,0.0
16049,TGT,THORWallet,rwa,0.026599154901721846,77951.2099278,0.0
33277,YIELD,YieldStone,rwa,0.026465816272829477,77911.12883205,0.0
35412,XSEED,MXS Games,gaming,2.1120727197115026e-05,76568.36525277,0.0
24027,BEAR,Bear Inu,meme,2.36832323975827e-10,76309.22594362,0.0
32038,FAST,Edge Video AI,ai,0.002710083444489894,76256.00033704,0.0
10394,KUMA,Kuma Inu,meme,2.213442841721401e-09,76069.00386857,0.0
34012,MEMES,MEMES,meme,9.010629825129292e-05,74226.97310642,0.0
9531,BCAT,BilliCat,meme,0.002692799085706146,74166.28102213,0.0
24868,AICODE,AI CODE,ai,0.17920733754492243,73990.95740674,0.0
30209,CATEX,CATEX,meme,5.430579762904681e-08,70328.40507999,0.0
12965,GGG,Good Games Guild,gaming,0.0019110586041626609,69362.39248454,0.0
25653,DMT,Sanko GameCorp,gaming,5.5308383068364835,66097.82616235,0.0
8230,AIN,AI Network,ai,0.008906969631414116,65889.61353032,0.0
36663,YND,YieldNest,rwa,0.003614474546768545,64687.93251599,0.0
8691,DEXTF,Memento,meme,0.13407706532865316,64503.50087373,0.0
1191,MEME,Memetic / PepeCoin,meme,0.0015020622919950258,63839.91554212,0.0
25736,PAYU,Platform of meme coins,meme,6.40629991839394e-10,60703.61231518,0.0
29136,GMTO,Game Meteor Coin,gaming,0.00010000699029000324,59875.78888589,0.0
27507,SHIB2.0,Shib2.0,meme,2.81059838496523e-10,57266.8963984,0.0
28916,AI,Any Inu,meme,2.0174494861234403e-06,55011.9277721,0.0
37187,MASA,Alligator Alcatraz,meme,0.00021072489909071296,53109.6655881,0.0
33541,NEIROINU,Neiro Inu,meme,4.079777254873222e-08,51399.11660945,0.0
34452,GET,Get AI,ai,2.403609405129934,50945.55880787,0.0
30558,RGAME,RGAMES,gaming,0.00015645683403502222,50529.047529,0.0
31420,STASH,STASH INU,meme,0.00014725367712326235,50423.20380215,0.0
29998,BFLOKI,bitFloki,meme,2.2601585141065499e-07,49985.49936105,0.0
31366,PINU100X,Pi INU 100x,meme,1.4687292080564874e-05,46078.83131248,0.0
30792,COLLE,Colle AI,ai,0.00025044811050665326,45892.88229148,0.0
29554,TAONU,TAO INU,meme,0.00121469020793203,44633.92976228,0.0
35074,STORAGENT,STORAGENT,ai,2.0798852325965302e-05,43400.80732242,0.0
36308,GNESS,Gameness Token,gaming,0.0006741599265384561,43031.99503802,0.0
36650,MIND,Mind of Pepe,meme,0.0005128509900883837,41914.79262918,0.0
28838,FMC,Fame AI,ai,0.00026400073877209755,38145.0844577,0.0
32404,AIM,AI Metaverse,gaming,0.0015011049242529488,38019.51469935,0.0
34479,VOLS,Volaris Games,gaming,0.0019444439616058305,37016.367506,0.0
30382,SCAT,Selfie Cat,meme,1.675196411772345e-05,35729.59610458,0.0
14968,VINU,Viral Inu,meme,1.6171572721624988e-08,35100.3001431,0.0
34933,PAT,Pepe's Cat,meme,1.9757632284342448e-05,33410.41881196,0.0
12388,DUCX,DucatusX,meme,0.008158193395548132,30063.81408669,0.0
31946,$CHIDO,Chinese Doge Wow,meme,0.001653940323289066,29580.5213663,0.0
36254,ESIM,EvoSimGame,gaming,0.07045391252075023,29423.1043491,0.0
36837,ESTEE,ShibEstee,meme,9.0669406363512e-11,28347.92054123,0.0
35303,$SYMP,Sympson AI,ai,0.004191519417407202,27689.53860838,0.0
11368,NFD,Feisty Doge NFT,meme,8.719363128889809e-05,26215.2413751,0.0
35397,ZAI,ZAYA AI,ai,0.016202646994871988,23713.75934704,0.0
34699,AIP,Pett.AI,ai,0.004379708213012444,23457.26361547,0.0
15516,PINU,Pi INU,meme,2.0838232015799265e-07,23073.74493536,0.0
35260,REM,Real Estate Metaverse,gaming,0.0026121825863748846,22972.30230777,0.0
36688,CAI,Catalyse AI,meme,0.003490243961121113,19356.19457861,0.0
28455,cats,cats (Ordinals),meme,2.3617392090133497e-06,19121.44142262,0.0
33942,$INA,pepeinatux,meme,0.003661378525980174,19048.65406068,0.0
35560,LC,LC SHIB,meme,0.003118674005399561,18799.60174803,0.0
36736,CRAZY,Crazy Frog,meme,0.00011050411633779176,18086.79723638,0.0
31616,PEPE,Pepe,meme,0.0008841958870698434,16898.86141827,0.0
36317,MNTX,Minutes Network Token,meme,0.3190261149582608,16999.10820266,0.0
35166,DEFAI,DeFi Agents AI,ai,0.00021789596523562495,16890.74386839,0.0
36656,PEPECASH,PEPECASH,meme,0.00024019973187815923,15845.162034,0.0
30466,MEMAGX,Meta Masters Guild Games,gaming,0.0004450311067905144,15763.33846556,0.0
34319,AGENTFUN,AgentFun.AI,ai,1.5157510111891426,13767.74108237,0.0
35272,BRAIN,Brain Frog,meme,0.001968764258322927,12818.33573353,0.0
32936,CATS,CATS,meme,2.2730814240532613e-06,12714.8566809,0.0
30345,HOBBES,Ansem's Cat,meme,0.00026582562761874465,12334.01332069,0.0
30732,AIC,AIC (Artificial Intelligence Coin),ai,4.769304422172298,12261.2179002,0.0
36738,MAIV,Multi Asset Investment Vehicle,rwa,0.0016077351825560247,11986.11192685,0.0
34184,AAA,aaa cat,meme,9.019178391846452e-05,11719.67825758,0.0
30101,GNUS,GENIUS AI,ai,2.0025327057453324,11290.90664481,0.0
36179,MEMEX,Meme Index,meme,0.001392911393619014,11207.71338074,0.0
36349,CHIRP,Chirper AI,ai,0.0022928772704501345,11027.86074045,0.0
34385,YBR,YieldBricks,rwa,0.0010033492846471925,10895.32608374,0.0
33264,OPCAT,Cat Protocol,meme,0.08196693143211153,10823.24416378,0.0
33421,TUA,Atua AI,ai,8.000684102888066e-05,9340.7704615,0.0
33447,SQUID,Squid Game (CTO),gaming,0.0033617181457673293,9157.76800649,0.0
23143,MATCH,Matching Game,gaming,2.1580661788503517e-06,8674.24293106,0.0
20771,PURR,SpartaCats,meme,1.575070265213046e-08,8430.40649289,0.0
35751,CGAI,GDAI Agent,ai,0.00013460319086060045,7753.16540698,0.0
36473,FROGGER,FROGGER,meme,0.00011147826289066424,7590.32503501,0.0
33444,WLFI,World Liberty Financial (worldlibertyfinance.ai),ai,1.83769657125356e-09,6952.23235771,0.0
36971,MGAMES,MemeGames AI,meme,0.0028627508489281585,6696.27579493,0.0
29430,SHIB,Shibwifhat,meme,0.0009725819966385789,6607.50921007,0.0
30088,BAG,catwifbag,meme,0.0004163070742346641,6065.01977285,0.0
31919,BALT,Brett's cat,meme,0.00012439394277493374,5798.82807165,0.0
34879,MORPHAI,Morph AI,ai,0.005308263971159595,0.0,0.0
23657,KAKI,Doge KaKi,meme,1.9801804926165036e-08,4958.53348802,0.0
34542,HODI,Cat in Hoodie,meme,0.00018243083783936015,4494.36548209,0.0
36578,TOR,Syntor AI,ai,0.002564203011396603,4385.90728787,0.0
33798,WING,Shiba $Wing,meme,0.000258648079526788,4261.86671955,0.0
12040,DOGECOIN,Buff Doge Coin,meme,1.864445752143458e-09,4187.51231765,0.0
35739,DEVAI,DEV AI,ai,0.0007847740558486188,4178.34110961,0.0
36426,SCAN,scan meme,meme,6.938250848621371e-05,4122.98270264,0.0
34891,DORA,DORA AI by Virtuals,ai,0.0006333634097366246,4019.55614665,0.0
30117,FISH,TON FISH MEMECOIN,meme,2.868511644996038e-09,3524.03127422,0.0
31439,MAGAPEPE,MAGA PEPE (SOL),meme,2.784865177808e-12,3302.16207295,0.0
35196,AIVIA,AI Virtual Agents,ai,2.2780966434894987e-05,2747.08013382,0.0
23921,CAT,Catcoin BSC,meme,3.20615132469e-13,2691.28708553,0.0
35353,ICECREAM,IceCream AI,ai,0.017151670130925254,2595.62440258,0.0
34519,PEPE,Pepe on Sui,meme,5.39666741936951e-10,2166.21184374,0.0
25046,PEPEBRC,PEPE (Ordinals),meme,0.007511385517971303,1879.63087799,0.0
35039,TRAI,Trackgood AI,ai,0.00036588333840585,1757.2572493,0.0
35558,BEATAI,eBeat AI,ai,0.001995719897432708,1721.92637618,0.0
30811,MEMERUNE,MEME•ECONOMICS,meme,0.005000118531225871,1639.21201777,0.0
26650,LAVITA,Lavita AI,ai,0.0014755443632336299,1554.17048067,0.0
28949,SDOGE,SDOGE,meme,5.274330909335736e-07,1532.10347622,0.0
34107,AGENT,Agents AI,ai,0.0004293269301615475,1464.02059775,0.0
9207,MVI,Metaverse Index,gaming,14.685862550969643,1454.49709023,0.0
23258,MEME,Meme Network,meme,3.0174917632599326e-06,1359.08422493,0.0
30890,PEPE,PEPE 0x69 ON BASE,meme,7.62771303480539e-10,1262.63686001,0.0
32281,BEEF,PepeBull,meme,4.32910882448431e-10,1180.0347558,0.0
30941,DOGE20,Dogecoin20,meme,6.193395251345492e-06,1177.77291258,0.0
32533,LOAFCAT,LOAFCAT,meme,9.077590827487935e-06,1159.71561848,0.0
35464,JFOX,JuniperFox AI,ai,9.960801314515626e-06,1157.43919405,0.0
26836,OCICAT,OciCat,meme,6.06645957420451e-10,1071.79325515,0.0
31652,BTC,batcat,meme,5.4352498373386705e-05,1066.39479918,0.0
36490,AIAF,AI Agent Factory,ai,3.957909613840713e-05,1041.44542642,0.0
30085,VPS,VPS AI,ai,0.007740463592282332,1024.89861243,0.0
36609,LUCYAI,Pitch Lucy AI,ai,9.740680854246315e-05,924.16973751,0.0
34190,WAWA,Wawa Cat,meme,0.00010203434022991768,857.81993105,0.0
25359,PEPE,Pepe Coin,meme,8.63470536373783e-10,842.26483358,0.0
29815,FLOKITA,FLOKITA,meme,1.7538971111573108e-06,823.7145334,0.0
32527,PEPE,Pepe of Solana,meme,9.54119428978612e-06,813.59522236,0.0
23450,PEPE,PepeSol,meme,0.0004012917456433028,769.38026064,0.0
36155,AI,AI Protocol,ai,1.1933855119195235e-05,746.52732936,0.0
33389,CDOGE,CDOGE,meme,0.0008770924677215392,686.41514095,0.0
29712,MK,Meme Kombat,meme,0.006926072405460799,676.48597793,0.0
22950,CAT,Cat,meme,3.67867289811286e-10,673.92265812,0.0
35223,AGENT S,Agent S,ai,0.0002361216869647136,663.86152341,0.0
29659,SHIBAAI,SHIBAAI,meme,9.0252259701458e-11,893.41529033,0.0
31858,KENDU,Kendu Inu,meme,6.160481181162803e-08,600.728569,0.0
34966,MINIDOGE,Minidoge (mini-doge.com),meme,0.00011433815513857002,522.35553583,0.0
35905,ATM,Automatic Treasury Machine,rwa,2.4089920994293843e-05,494.48087794,0.0
35905,ATM,Automatic Treasury Machine,rwa,2.4089920994293843e-05,494.48087794,0.0
31419,$PEPE,Pepe,meme,8.7355988846664e-11,408.67381315,0.0
36305,ELXAI,ELIXIR AI,ai,1.3665901769753143e-05,359.57809053,0.0
36407,GORK,gork AI Agent,ai,1.17871041481e-13,345.29966956,0.0
20646,OZONE,Ozone Metaverse,gaming,0.00022542030133350632,345.19356267,0.0
27134,DOGE,Doge on Pulsechain,meme,5.309191107871297e-09,335.13188255,0.0
36773,$PLAT,$PLATINUM,meme,1.70550398608e-13,310.76995891,0.0
27506,Shiba 2.0,Shiba 2.0,meme,2.80423412163e-13,302.53534939,0.0
28797,BABYCAT,BABY CAT INU,meme,2.9320001869e-13,296.78655339,0.0
30090,SCOTTY,Scotty The Ai,ai,0.00039240171565880014,266.8568242,0.0
28749,KIRA,Kira the Injective Cat,meme,6.524660426101815e-06,254.98950904,0.0
36342,RWAI,RWAI,rwa,0.0003034064389836067,243.89689168,0.0
17861,DOGEKING,DogeKing,meme,3.679779987534513e-09,237.92752074,0.0
13276,SQUID,Squid Game (squidgametoken.vip),gaming,0.00012344723567430082,62.69381143,0.0
36345,DOLR,DOLR AI,ai,0.00475952747011266,235.31520368,0.0
9635,SYA,SaveYourAssets,rwa,3.784250036907955e-09,230.49527931,0.0
12338,SHICO,ShibaCorgi,meme,3.7168066e-17,213.85190452,0.0
35648,GROKAI,Grok AI Agent,ai,9.3489920544e-14,211.75130494,0.0
34266,KEYCAT,Keyboard Cat(keycatsol.com),meme,0.00015266997533246513,186.46026269,0.0
14341,SHIBA,BitShiba,meme,5.41730742980811e-10,175.00690574,0.0
28990,MEMES,Solana Deployer,meme,0.0003103970391377939,173.70078032,0.0
27485,BABYDOGE2.0,Babydoge 2.0,meme,3.35598593474e-13,160.47697998,0.0
29084,PEPE,pepecoin on SOL,meme,0.0001009625428781694,152.54961766,0.0
26127,AIDOGEXLM,AIDOGE Stellar,meme,3.2272255766584053e-06,140.86657345,0.0
31679,MAGADOGE,MAGA DOGE,meme,1.869346321211e-12,131.46462553,0.0
33281,SUIB,Suiba Inu,meme,0.00013415275752157003,128.18051387,0.0
25645,BNBLION,Bob LION Inu,meme,3.4964e-20,126.87405223,0.0
22984,CADINU,Canadian Inuit Dog,meme,9.000213356206567e-08,126.05830282,0.0
23812,WEB4,WEB4 AI,ai,1.060933943511205e-09,125.01376374,0.0
28762,GROKINU,Grok Inu,meme,2.61827455494e-13,115.46351311,0.0
36548,PEPE,Pepe by Jason Furie,meme,4.4228341418547e-11,110.78685528,0.0
31381,HSAI,HealthSci.AI,ai,0.002170413392962141,105.47649647,0.0
12194,BABYFLOKI,Baby Floki (BSC),meme,2.29497962807279e-10,104.11327147,0.0
17859,Teddy V2,Teddy Doge,meme,1.15397339971889e-10,101.40846153,0.0
12468,EQ,Equilibrium Games,gaming,0.015521413726420593,78.05801838,0.0
29510,BAI,Balance AI,ai,0.22290787539929371,77.78857366,0.0
33503,DOGEFATHER,Dogefather,meme,2.21460891466e-13,75.49207703,0.0
30423,BABYCAT,Baby Cat,meme,2.2848062769e-14,70.16875378,0.0
13735,SDOGE,SolDoge,meme,9.333284234090134e-06,59.4847476,0.0
28687,TESLAI,Tesla AI,ai,1.4531015747e-14,54.4381652,0.0
15683,METAMUSK,Musk Metaverse,gaming,5.63851600651967e-10,52.37749873,0.0
10800,HVI,Hungarian Vizsla Inu,meme,6.00217548e-14,51.54357265,0.0
30748,CGO,Knights of Cathena,meme,3.5323098819546605e-06,51.07815066,0.0
26713,HOW,Howinu,meme,2.20269731507575e-10,50.49487451,0.0
10798,MINIDOGE,MiniDOGE,meme,1.012382831944144e-09,45.22943897,0.0
32573,META,Metaverse Convergence,gaming,1.7300410118041514e-05,42.10651996,0.0
31758,CHADCAT,CHAD CAT,meme,4.177407517636093e-05,33.2818562,0.0
28814,SANTA,SANTA CHRISTMAS INU,meme,2.6496744083e-14,32.56607203,0.0
28847,AI,AI,ai,0.00023277696747786038,28.60194247,0.0
19026,SHIBKILLER,ShibKiller,meme,1.2929127745216e-10,25.56212919,0.0
20273,X,X Doge,meme,4.656104024394889e-09,25.54168261,0.0
34389,PEACE,PeacePal AI,ai,6.534187945503507e-05,24.82032553,0.0
30691,CAT,WHALES CAT,meme,7.5108882139e-14,24.65959749,0.0
28872,DOGE,SPACE DOGE,meme,4.3686302652e-14,23.38519445,0.0
31093,DOGE,Dogecoin,meme,0.0001490972747794444,22.9750178,0.0
10914,$BABYDOGEINU,BABY DOGE INU,meme,9.62711758499273e-10,21.99231324,0.0
23075,ACRIA,Acria.AI,ai,0.0030004095098288904,21.80236416,0.0
32248,CLOKI,CATLOKI,meme,7.162720827356472e-05,20.80465362,0.0
29860,FLOKI,SUPER FLOKI,meme,2.5347239646e-14,19.90009544,0.0
31507,PEPEMAGA,Trump Pepe,meme,1.0308965635e-14,19.44419177,0.0
29972,BCOQ,BLACK COQINU,meme,3.054172883673748e-09,16.69037602,0.0
25912,PEPE,PepeCoin,meme,1.46828400799143e-10,16.33477827,0.0
34869,MDOGE,MDOGE,meme,4.1025058387404314e-07,14.75119763,0.0
36205,SHONG,Shong Inu,meme,3.571159797990559e-05,13.19834098,0.0
31150,CWA,Chris World Asset,rwa,0.006431449545550108,12.86239444,0.0
10899,DADDYDOGE,Daddy Doge,meme,5.225198352737922e-09,11.96916114,0.0
35738,DEEP,Deep AI,ai,7.11111588895128e-05,11.69057871,0.0
22367,BGVT,BIT GAME VERSE TOKEN,gaming,2.2322294541144584e-05,10.91964266,0.0
35677,LEIA,Leia Games,gaming,3.7000877131071445e-07,9.83275129,0.0
31325,TRUMPINU,TRUMP INU,meme,1.133376408e-15,8.86940187,0.0
10518,WSHIB,wShiba,meme,5.10927563901e-12,7.55680336,0.0
15275,RXCG,RXCGames,gaming,7.327394684706892e-05,7.2325703,0.0
30607,KING,King Of Memes,meme,8.328999847164137e-08,5.25846632,0.0
9710,KABOSU,Kabosu,meme,3.438357722661356e-09,4.71755044,0.0
3672,DOGEC,DogeCash,meme,0.0013069724343473085,3.66721386,0.0
25331,PEPEAI,Pepe AI (BSC),meme,1.136354474373219e-09,3.6088701,0.0
7133,DUCATO,Ducato Finance Token,meme,0.0005910413126139192,3.45624633,0.0
29369,CATFISH,Catfish,meme,3.3742092027061166e-05,3.05283127,0.0
35579,MCC,Meshchain Ai,ai,0.016320039461567546,2.47581654,0.0
29098,BABYTOMCAT,Baby Tomcat,meme,1.2323096299e-14,1.93326168,0.0
34775,SPR,Super Meme,meme,0.0002477977889044937,1.7745723,0.0
29295,ZUZALU,Zuzalu Inu,meme,0.00017389956992608846,1.22087728,0.0
26242,GPN,Gamepass Network,gaming,1.9990473887841034e-05,1.09784224,0.0
12938,CMCX,Catena,meme,1.790125126191058e-05,1.00003067,0.0
32333,CAT,Catson,meme,7.069788978091819e-05,0.81351888,0.0
27639,YIELDX,Yield Finance,rwa,0.00012983680914031482,0.52946527,0.0
23955,AI,Chat AI,ai,3.6104547825621284e-05,0.38719142,0.0
29818,SORADOGE,Sora Doge,meme,1.7705964372e-14,0.24969114,0.0
35306,AAAI,AAAI_agent by Virtuals,ai,2.175097359812285e-05,0.13954953,0.0
10712,AI,Flourishing AI,ai,0.019523076028332947,0.09000353,0.0
19833,API,API INU,meme,1.455689071345989e-09,0.08721342,0.0
1254,XPTX,PlatinumBAR,meme,0.002033982561117248,0.0,0.0
2043,CND,Cindicator,meme,0.00022901479949484932,0.0,0.0
3730,TCAT,The Currency Analytics,meme,4.119446819571954e-06,0.0,0.0
6490,ITAM,ITAM Games,gaming,0.008667922363992907,0.0,0.0
9427,vDOGE,Venus Dogecoin,meme,0.0034310720239200225,0.0,0.0
9932,EDOGE,ElonDoge,meme,2.400518288159001e-09,0.0,0.0
9968,CORGI,Corgidoge,meme,8.97607431232768e-10,0.0,0.0
10134,FISH,Polycat Finance,meme,0.020195998970779273,0.0,0.0
10820,YLDY,Yieldly,rwa,4.620322951398149e-06,0.0,0.0
