cmc_id,id,market_cap,name,narrative,price,symbol,volume
23802.0,KIBSHI,18706874.224096023,KiboShib,meme,1.8706874224096025e-05,KIBSHI,305944.98658915
31248.0,GME,17938054.575341113,GameStop (gamestop-coin.vip),gaming,4.361333407574933e-05,GME,931769.49647969
23397.0,GFAL,17814533.460683748,Games for a Living,gaming,0.0047019209622151,GFAL,152164.71543303
25714.0,CROWN,17481384.14593139,Crown by Third Time Games,gaming,0.0917100175516131,CROWN,79753.94315781
6554.0,GHX,17045438.798756238,GamerCoin,gaming,0.0262251591450797,GHX,333593.73673127
35601.0,DOGEAI,16513096.252046598,DOGEai,meme,0.0220174616693954,DOGEAI,1947296.89972407
18966.0,MAY,15671639.465730418,Mayflower AI,ai,0.0594567059463283,MAY,333922.08736887
15270.0,VINU,14403235.889426574,Vita Inu,meme,1.6010758599547168e-08,VINU,2301559.20646314
20490.0,ROG,14210336.318577306,ROGin AI,ai,0.2121266327700018,ROG,52029.75942179
36805.0,AVM,13871767.452192543,Agent Virtual Machine,ai,0.2609928024871598,AVM,1158231.53028188
15752.0,BLOCK,13324975.491279634,Blockasset,rwa,0.0771070809062571,BLOCK,340746.75224398
36605.0,ZEUS,13014664.821566314,Pepes Dog,meme,3.0936472988581415e-08,ZEUS,2869654.73320005
30953.0,SBBTC,12763477.413222888,ShibaBitcoin,meme,109.47922101101712,SBBTC,410373.27865321
34994.0,DEGENAI,12127867.833200404,Degen Spartan AI,ai,0.0121284742933004,DEGENAI,2942584.72573287
11783.0,GAFI,11782364.640474092,GameFi.org,gaming,1.0765003768082306,GAFI,306081.29429762
35669.0,CAR,11496129.57085221,Central African Republic Meme,meme,0.0114965136441343,CAR,842344.10755004
33464.0,MEMEFI,11079044.893670512,MemeFi,meme,0.001107904489367,MEMEFI,4728226.65949523
9286.0,LEASH,10963152.705992404,Doge Killer,meme,103.02989608255572,LEASH,905200.44732772
35804.0,WEPE,10765387.714766145,Wall Street Pepe,meme,6.985282771371221e-05,WEPE,2413896.92933321
33405.0,KOMA,9905504.487003144,Koma Inu,meme,0.0181431766629914,KOMA,2834448.85225829
36696.0,PEPU,9712368.331337117,Pepe Unchained,meme,0.0006070230207085,PEPU,398120.70180094
35736.0,G7,9357699.614132274,Game7,gaming,0.0040685650531606,G7,209501.4861089
35188.0,BUZZ,9251395.683126817,Hive AI,ai,0.0092526248018054,BUZZ,12957688.67737505
19650.0,VOLT,8499068.364214689,Volt Inu,meme,1.5518795973971465e-07,VOLT,380047.89864231
32778.0,DOGE,7979688.487606436,Department Of Government Efficiency (dogegov.com),meme,0.0081498554016608,DOGE,1348097.55122942
9386.0,KISHU,7488822.586258437,Kishu Inu,meme,8.0407305198954e-11,KISHU,217178.40569587
35867.0,LCAT,7339608.683329859,Lion Cat,meme,0.0172900086768665,LCAT,118990.59963918
20497.0,WAGMIGAMES,7340525.637944872,WAGMI Games,gaming,4.068227702386515e-06,WAGMIGAMES,393411.37599802
33783.0,RWA,6903809.339776614,Allo,rwa,0.0038354496332092,RWA,4515137.87256544
26497.0,CLORE,6748157.434056888,Clore.ai,ai,0.0120868382277206,CLORE,1578368.87432762
36819.0,MASK,6590024.468253025,catwifmask,meme,0.0065915291231975,MASK,1962697.31541508
31259.0,FOXSY,6337737.070007566,Foxsy AI,ai,0.0095852670076495,FOXSY,1094921.91202992
10729.0,UFO,5774620.400537607,UFO Gaming,gaming,2.2419114496205054e-07,UFO,162905.85823585
35064.0,SNAI,5772223.314165509,SwarmNode.ai,ai,0.0063960987405001,SNAI,2873941.90645122
27872.0,TRUMP,5620679.828709734,MAGA (magamemecoin.com),meme,0.1277503971138478,TRUMP,66988.4883557
9656.0,CATE,5279408.695662689,CateCoin,meme,9.21795665020853e-08,CATE,250227.93952394
33892.0,HAPPY,5173181.792742863,Happy Cat,meme,0.0015520284132889,HAPPY,1287755.71054012
30493.0,NUB,5140287.624306369,nubcat,meme,0.0054108276372283,NUB,795654.91614662
31401.0,EAI,4967259.4068446,Eternal AI,ai,0.0220434047106735,EAI,28527.23064807
28366.0,CA,4910171.819746744,Coupon Assets,rwa,0.5077075603123837,CA,2438014.10434139
26198.0,BDXN,4864369.660008192,BONDEX,rwa,0.0304023103750512,BDXN,8133854.86010181
25479.0,BAD,4777724.234771398,Bad Idea AI,ai,7.8257681106132e-09,BAD,1120103.24387348
27276.0,PEPE2.0,4497964.118450212,Pepe 2.0 (pepe20.vip),meme,9.590541830384249e-09,PEPE2.0,243987.64010227
28245.0,OFN,4352584.617290479,Openfabric AI,ai,0.0248938698769542,OFN,107800.71985349
15142.0,KATA,4148552.4073894448,Katana Inu,meme,0.0001112243038034,KATA,326819.51268597
30089.0,KOKO,4145974.3764518113,Koala AI,ai,4.5508229854152674e-07,KOKO,257294.38197475
20009.0,DCK,4111194.6076401495,DexCheck AI,ai,0.0060617808121973,DCK,1049580.2032059
12988.0,LBL,3783803.757949508,LABEL AI,ai,0.0014024946001711,LBL,89287.61972089
30648.0,PEEZY,3759194.572830685,Young Peezy AKA Pepe,meme,0.0037591945728306,PEEZY,0.0
37006.0,SPYX,3725709.570377242,SP500 tokenized ETF (xStock),rwa,620.971103151586,SPYX,6951288.35593377
30309.0,SC,3654316.8508750233,Shark Cat,meme,0.0036916187423159,SC,2039056.1324522
19856.0,CAT,3509574.5443557,CatCoin,meme,7.0191490887114e-11,CAT,256854.93857747
35007.0,METAV,3494655.328317575,METAVERSE,gaming,0.0034946553283175,METAV,307068.21081317
34587.0,FROG,3483977.298949784,Frodo the virtual samurai,meme,0.0006967954597899,FROG,230395.92079911
19736.0,SHI,3415674.2848065705,Shina Inu,meme,2.796198235628675e-07,SHI,284733.14580998
28053.0,SMURFCAT,3400982.4405065044,Real Smurf Cat,meme,3.625432997373924e-05,SMURFCAT,175112.1014136
29516.0,AIKEK,3399267.5381955137,Alphakek AI,ai,0.0145443824946821,AIKEK,0.0
37005.0,CRCLX,3354956.341793212,Circle tokenized stock (xStock),rwa,209.69193007262103,CRCLX,23050469.23128523
37004.0,TSLAX,3279626.6933876807,Tesla tokenized stock (xStock),rwa,298.1672194207636,TSLAX,17556207.41805764
28607.0,WARPED,3189121.326057377,Warped Games,gaming,0.0005524046779938,WARPED,0.0
17704.0,MV,3133733.5679442342,GensoKishi Metaverse,gaming,0.0068431525944349,MV,1240416.40425275
2474.0,MAN,3109099.0883500595,Matrix AI Network,ai,0.0067081003783669,MAN,178848.24023196
8378.0,AKITA,3079061.573602071,Akita Inu,meme,4.5232728962472895e-08,AKITA,222806.65670121
12859.0,DOBO,3031520.692923605,DogeBonk,meme,5.200223084462743e-09,DOBO,6938.36667281
21453.0,OMNOM,3009379.176064589,Doge Eat Doge,meme,9.707674761498675e-09,OMNOM,56126.65776145
32915.0,BERRY,2948580.3361654864,Strawberry AI,ai,0.0294858033616548,BERRY,36830.61607362
11919.0,FORWARD,2929717.391110865,Forward Protocol,rwa,0.0005859642629605,FORWARD,132180.20456357
23769.0,RJV,2891180.345248285,Rejuve.AI,ai,0.0051095991555097,RJV,790231.11738408
35262.0,CRAI,2874096.773175288,Cryptify AI,ai,0.0029783386250521,CRAI,70841.27893904
36236.0,PRAI,2842175.9234865378,Privasea AI,ai,0.0137945932787628,PRAI,3195208.96508842
19519.0,BRN,2806547.4373511453,BRN Metaverse,gaming,0.1004058176841068,BRN,347759.83437707
28868.0,DUEL,2671847.4020140595,GameGPT,gaming,0.0005932736471228,DUEL,695984.86092249
33611.0,RWAINC,2638198.9841086934,RWA Inc.,rwa,0.0066184172553182,RWAINC,319369.88623293
8977.0,CWIF,2495993.668921128,catwifhat,meme,8.147393552186434e-08,CWIF,81370.27075528
28395.0,CAGA,2433580.8503872105,Crypto Asset Governance Alliance,rwa,3.9575521518410406e-05,CAGA,95063.69020785
28851.0,GUI,2437211.17905801,Gui Inu,meme,4.384300827365371e-06,GUI,223036.93798724
36881.0,VIBE,2432870.15380205,Vibe Cat (Jupiter Studio),meme,0.0304207296074438,VIBE,2855217.71591309
28132.0,PSPS,2415786.895815384,BobaCat,meme,0.0041855524164908,PSPS,249206.37607674
33351.0,TERMINUS,2411541.0504085207,TERMINUS,meme,0.0241154105040852,TERMINUS,526278.68409665
37003.0,MSTRX,2395308.372650595,MicroStrategy tokenized stock (xStock),rwa,399.2237029716815,MSTRX,6437435.39298491
34203.0,SLAP,2390803.235855509,CatSlap,meme,0.0005469728414982,SLAP,216859.33916269
16500.0,SHIBDOGE,2368560.328216305,ShibaDoge,meme,2.0026902e-17,SHIBDOGE,585.65200907
9103.0,GMEE,2359759.309944417,GAMEE,gaming,0.001416160528871,GMEE,315433.09404495
34916.0,SEN,2340138.1467073667,Sentio AI,ai,0.0238789606806874,SEN,529370.5960761
27458.0,TRT,2336834.0617091605,TRUST AI,ai,0.6149563320287265,TRT,1842.2053788
27445.0,GSWIFT,2316716.78302303,GameSwift,gaming,0.0064216037845865,GSWIFT,582405.30070067
32223.0,LEDGER,2301930.803775669,Ledger AI,ai,0.0011992817427318,LEDGER,19718.90232575
36151.0,GHIBLI,2287304.64216148,Ghiblification,meme,0.0022875757568866,Ghibli,8313494.39864756
8708.0,BDP,2264718.41225927,Big Data Protocol,ai,0.0428440347072078,BDP,150754.44522756
36448.0,TGT,2269932.926824074,TOKYO GAMES TOKEN,gaming,0.014114523408967,TGT,23479525.30259477
35662.0,AGON,2221493.8896645377,AGON Agent,ai,0.0022214938896645,AGON,1059628.90948958
36989.0,COINX,2159699.1771624554,Coinbase tokenized stock (xStock),rwa,359.9498628604092,COINX,18974774.55671621
36619.0,ASRR,2104537.514516409,Assisterr AI,ai,0.1439492143992072,ASRR,1849079.30911457
11871.0,GZONE,2026948.9665332565,GameZone,gaming,0.0024126976112365,GZONE,79880.70646349
18919.0,QOM,1938974.718451812,Shiba Predator,meme,3.232236860069291e-09,QOM,0.0
21414.0,DC,1909563.1254422197,Dogechain,meme,4.0994706638450974e-05,DC,291559.38671966
36994.0,AAPLX,1891331.2268371184,Apple tokenized stock (xStock),rwa,210.16088166413877,AAPLX,19159483.68518039
31442.0,$WAFFLES,1885763.6842945127,Waffles Davincij15's Cat,meme,0.0021082551371566,$WAFFLES,45667.18040847
35547.0,RIFT,1847631.854629012,RIFT AI,ai,0.0069744337999703,RIFT,580.09508212
19018.0,CHO,1720088.4828242443,Choise.ai,ai,0.0038554623223169,CHO,1338512.60839125
23794.0,OPTI,1690567.3139055057,Optimus AI,ai,0.017788903025502,OPTI,140237.05845688
37057.0,QQQX,1660354.294299021,Nasdaq tokenized ETF (xStock),rwa,553.4600083547898,QQQX,6372348.16842415
26863.0,3ULL,1657956.6012522194,PLAYA3ULL GAMES,gaming,0.0003510213435309,3ULL,892233.27703973
33614.0,MEMESAI,1645325.9714972747,Memes AI,meme,0.0016453736075312,MemesAI,469094.53731059
35282.0,WYAC,1608602.2571904606,Woman Yelling At Cat,meme,0.0016248913116216,WYAC,7931.58021962
32836.0,SAI,1535752.8478091222,Sharpe AI,ai,0.0137339492087898,SAI,754940.68641433
4441.0,VAIX,1521821.6804431332,Vectorspace AI,ai,0.030512167567125,VAIX,13434.07043371
3826.0,TOP,1483462.5192683446,TOP AI Network,ai,0.0001030140598374,TOP,311818.04500803
27894.0,JETTON,1483306.51190354,JetTon Games,gaming,0.1828050064545967,JETTON,101100.99101125
33041.0,AGENT,1463620.0829870875,AgentLayer,ai,0.0027834529964511,AGENT,531774.55686912
35130.0,LLM,1449397.623135047,Large Language Model,ai,0.0014494014495548,LLM,655812.90024276
32838.0,SUNCAT,1420386.3723903354,SUNCAT,meme,0.0014203863723903,SUNCAT,2282634.38810117
36992.0,NVDAX,1220490.60304869,NVIDIA tokenized stock (xStock),rwa,159.42383953034218,NVDAX,18014396.68854423
36417.0,DONKEY,1201124.0405189935,Donkey (DONKEY_BSC_MEME),meme,0.0012011240405189,DONKEY,4038537.76076004
7440.0,BOND,1158715.3923709523,BarnBridge,rwa,0.1464825501029312,BOND,858996.93691079
8519.0,RWA,1144475.096358644,Xend Finance,rwa,0.0106926812023489,RWA,79538.21705702
28580.0,VC,1135177.558561833,VinuChain,meme,0.0069638966391426,VC,415080.25347412
29509.0,COMAI,1113090.7382460877,Commune AI,ai,0.0200094901292151,COMAI,54220.74509405
34645.0,VNTR,1068766.7455916845,VentureMind AI,ai,0.0024683008977349,VNTR,80322.34749296
37013.0,GOOGLX,1064655.0334891346,Alphabet tokenized stock (xStock),rwa,177.4436070772046,GOOGLX,24286146.35439846
31881.0,LKI,1056461.7886497355,Laika AI,ai,0.0024670144096138,LKI,679774.83444769
31752.0,BABYPEPE,1040986.2982971852,Baby Pepe,meme,2.474473598842818e-06,BABYPEPE,0.0
28179.0,WSM,1025245.3146125051,Wall Street Memes,meme,0.0005445612559726,WSM,8611.10863366
34888.0,KIKI,1011054.2214664208,KIKICat,meme,0.0010110667293729,KIKI,729173.04195867
30102.0,WSDM,979071.6675973115,Wisdomise AI,ai,0.0020590993388365,WSDM,87019.55982468
19686.0,MNTL,944389.4187347312,AssetMantle,rwa,0.0004100284893628,MNTL,114593.1575328
31534.0,ELIX,921138.6266809312,Elixir Games,gaming,0.0037455945619555,ELIX,541265.25295592
3854.0,FUND,903626.5564393426,Unification,meme,0.026232066976759,FUND,0.0
35048.0,BABYSHARK,902693.3921167772,Baby Shark Meme,meme,0.0010628058276376,BABYSHARK,378933.72021015
30838.0,MSTAR,894637.4249119196,Star AI,ai,0.0014828756654501,MSTAR,639533.4757703
7096.0,BRG,860025.6437149555,Bridge AI,ai,0.000107474090666,BRG,209380.3384336
34007.0,BARSIK,848418.0930238563,Hasbulla's Cat,meme,0.0008484556224153,BARSIK,803509.23521333
36408.0,POPE,849180.0633120518,Pope meme,meme,0.0042459003165602,POPE,251979.74747948
25033.0,OBI,832094.482333459,Orbofi AI,ai,0.0007434853084805,OBI,191337.89771247
12781.0,XTAG,825393.8205608872,xHashtag AI,ai,0.0124740255348098,XTAG,90661.92020236
29328.0,DEFROGS,779305.5858869614,DeFrogs,meme,77.93055858869614,DEFROGS,99732.9259911
34771.0,SKICAT,770409.8087990484,Ski Mask Cat,meme,0.0007780700107602,SKICAT,76421.42349445
23665.0,CATCH,761143.4336675239,SpaceCatch,meme,0.0690977877775452,CATCH,108899.67256626
29576.0,GPT,740307.4385026348,QnA3.AI,ai,0.0008904715146673,GPT,163686.90592548
34848.0,TAOCAT,721758.219025149,TAOCat by Virtuals & Masa,meme,0.0007217582190251,TAOCAT,344445.7859183
37055.0,METAX,722627.6027152722,Meta tokenized stock (xStock),rwa,722.6276027152722,METAX,26695940.04121685
7931.0,BONDLY,634357.2060342154,Forj (Bondly),rwa,0.0006449205145681,BONDLY,80201.46038694
9553.0,BCUBE,623256.5829682329,B-cube.ai,ai,0.0173935348970888,BCUBE,0.0
28613.0,PIKACHU,604309.8010598809,PIKACHU INU,meme,6.423650137479e-12,PIKACHU,8353.45805525
24106.0,RMV,581185.2007319137,Reality Metaverse,gaming,0.0023257350732773,RMV,60773.12409739
37041.0,HOODX,564825.7671368015,Robinhood tokenized stock (xStock),rwa,94.1376278561336,HOODX,23901331.30769648
34457.0,$AKUMA,554776.5521269374,Akuma Inu,meme,8.321648281912383e-07,$AKUMA,64930.2307883
7588.0,GSWAP,553258.7131760635,Gameswap,gaming,0.0501465451073432,GSWAP,0.0
34570.0,TREEINCAT,544091.626080364,Tree Stuck in Cat,meme,0.0006198382422516,TREEINCAT,50212.51410596
15830.0,GMR,499353.3100640129,GAMER,gaming,0.0015287561380836,GMR,1182.27403311
9958.0,SMI,488194.82362602616,SafeMoon Inu,meme,4.881948236260262e-07,SMI,0.0
35189.0,GEKKO,482497.1632416232,Gekko AI,ai,0.0004824971632416,GEKKO,1826.64249046
31716.0,SKAI,469386.4570378247,Skillful AI,ai,0.0015445846823779,SKAI,218254.94614242
12901.0,KINGSHIB,464549.7265488359,King Shiba,meme,0.0013271811398476,KINGSHIB,73902.3981463
10275.0,CATGIRL,442019.6088844267,catgirl,meme,1.4264716870679e-11,CATGIRL,401.46708589
21968.0,TAMA,439817.1957455524,Tamadoge,meme,0.0003156537694449,TAMA,81929.02483454
18103.0,YOURAI,429025.6786967368,YOUR AI,ai,0.0008374701597312,YOURAI,98131.86783688
27809.0,XRP,426961.9463332082,HarryPotterObamaPacMan8Inu,meme,0.005232536013727,XRP,0.0
29157.0,ABOND,426710.75092408975,ApeBond,rwa,0.0012412903284038,ABOND,66584.81223808
32524.0,GINNAN,419797.68211284577,Ginnan The Cat,meme,6.084025822575216e-08,GINNAN,204879.71156156
29855.0,PAJAMAS,419325.8651923456,The First Youtube Cat,meme,0.0004279206266295,PAJAMAS,3955.08546122
31779.0,COK,404036.585224668,Cat Own Kimono,meme,4.046000464639539e-07,COK,52389.46692625
36168.0,MOSS,403206.8429015547,MOSS AI,ai,0.0004437067403064,MOSS,466195.54310352
34041.0,MAJOR,401457.4960128761,Major Frog,meme,0.0004750976284176,MAJOR,74997.81037382
35967.0,BSAI,391587.7800716158,Bitcoin Silver AI,ai,279.5059101153575,BSAI,610468.97016714
22540.0,CTG,386066.6921756965,City Tycoon Games,gaming,0.0386066692175696,CTG,214139.70158166
35614.0,MA,381666.4843374237,Mind AI,ai,0.0015000852605796,MA,251065.05945005
17605.0,AEG,353042.0652788426,Aether Games,gaming,0.0008780533172394,AEG,287891.62944395
28870.0,GEC,350170.0674128135,Gecko Inu,meme,5.290372892256131e-09,GEC,84852.32136754
28670.0,CAIR,339953.4740893863,Crypto-AI-Robo.com,ai,0.0003828981453893,CAIR,163961.23760349
32310.0,SAITAMA,329177.5851918852,SAITAMA INU,meme,0.0003750494011315,SAITAMA,0.0
20997.0,WOMBAT,328530.6907488636,Wombat Web 3 Gaming Platform,gaming,6.451722749249509e-05,WOMBAT,232.07134398
35543.0,AAA,316971.59305952955,Aiagent.app,ai,0.0003169823017265,AAA,3078.2598933
15889.0,MEFA,315433.9103736641,Metaverse Face,gaming,3.3149403011639886e-05,MEFA,57093.71614582
32638.0,CATDOG,311678.67747268017,CatDog,meme,3.1167867747268018e-06,CATDOG,248373.7159236
36512.0,DOGEBASE,306584.2010210723,Doge Base,meme,0.0003081105922953,DOGEBASE,6522.04492684
34420.0,PEN,305250.42892272054,Pentagon Games,gaming,0.0018522477483174,PEN,69403.59783694
36574.0,LANLAN,295215.9560747123,LanLan Cat,meme,3.321179506172631e-05,LANLAN,742407.3818654
35350.0,AWARE,291618.7415728083,ChainAware.ai,ai,0.00791901372505,AWARE,14.14108894
29191.0,MXM,277353.1360028254,MAXX AI,ai,0.000826948906766,MXM,7456.62690906
30276.0,BRAWL,278871.933322724,Brawl AI Layer,ai,3.166980135212814e-05,BRAWL,739877.8461902
35681.0,CHORUZ,269354.4952079962,Choruz AI,ai,0.0002865473353276,CHORUZ,0.0
33128.0,TCAT,252749.0314116634,TON Cat,meme,0.0004133518057924,TCAT,0.0
28725.0,MMA,247293.8510429287,Meme Alliance,meme,0.0028275775573091,MMA,112.60615396
18330.0,VISION,246917.2511121337,VisionGame,gaming,0.0004081276877886,VISION,1490.54890727
32727.0,FOFAR,231166.68877714,Fofar (fofar.meme),meme,0.0002433353119988,FOFAR,0.0
24126.0,SOV,230153.8001280562,Shib Original Vision,meme,2.167989827882971e-09,SOV,0.0
37014.0,AMZNX,224390.927058576,Amazon tokenized stock (xStock),rwa,224.390927058576,AMZNX,16332261.29657986
8621.0,WATCH,223245.54516683027,yieldwatch,rwa,0.0113463468941833,WATCH,0.0
34252.0,DOGEFATHER,219236.27635023516,DOGEFATHER,meme,0.0002192411790214,DOGEFATHER,0.0
33465.0,CATGOLD,212274.0386397308,Cat Gold Miner,meme,8.844751609988782e-05,CATGOLD,101311.83917695
15478.0,DG,190189.5162899981,Decentral Games,gaming,0.0010071462966341,DG,0.0
24275.0,OGGY,175287.94910394977,Oggy Inu (BSC),meme,1.621157139933e-12,OGGY,608.62142499
35963.0,PEPEMUSK,169335.8639754799,PepeMusk,meme,0.0001693358639754,PEPEMUSK,0.0
29026.0,MEMEAI,153212.34916771445,Meme Ai,meme,0.0002104438822064,MEMEAI,244081.28008128
29305.0,RODAI,151824.46894113594,ROD.AI,ai,2.7705652443073e-09,RODAI,0.0
15974.0,MTVT,151749.4255347842,Metaverser,gaming,0.0009080634718332,MTVT,499.8537679
10861.0,GAME,146803.05621049818,Gamestarter,gaming,0.0020681790346146,GAME,135862.17399194
32756.0,DOGE,144307.48312687836,Department Of Government Efficiency (DOGE),meme,0.0002886149662537,DOGE,0.0
34980.0,CRTAI,137822.1616104005,CRT AI Network,ai,0.0003905406452851,CRTAI,0.0
8066.0,YLD,119944.212426528,Yield App,rwa,0.0003998140414217,YLD,0.0
10414.0,GINUX,115822.74619007888,Green Shiba Inu [New],meme,3.2417194085122974e-08,GINUX,86.81019803
10040.0,WSG,114533.40945945264,Wall Street Games (old),gaming,1.2557729523638401e-10,WSG,0.0
576.0,GAME,112634.19330776235,GameCredits,gaming,0.0005811164844771,GAME,0.0
29932.0,BSHIB,108605.3164528754,Based Shiba Inu,meme,1.2012013988510164e-05,BSHIB,76.4044525
31561.0,SOLCAT,107293.1866682266,CatSolHat,meme,0.0016217482889881,SOLCAT,0.0
13133.0,ICE,99381.85247872474,Decentral Games ICE,gaming,0.0004384574286084,ICE,0.0
22487.0,CATHEON,97789.25115459888,Artisse,meme,0.000100966226052,CATHEON,82886.21348284
30711.0,RWA,97071.7759365945,Rug World Assets,rwa,0.0102201375388875,RWA,0.0
34418.0,NEOS,96712.3730574864,Neos.ai,ai,0.0009671237305748,NEOS,1292.92870623
33968.0,MAYO,88961.24116368085,Mr Mayonnaise the Cat,meme,8.896124116368085e-05,MAYO,0.0
30640.0,2MOON,86688.28973443832,The Moon Metaverse,gaming,1.994368599350152e-06,2MOON,0.0
853.0,LDOGE,82322.84948799999,LiteDoge,meme,5.012656e-06,LDOGE,0.0
32732.0,SUNPEPE,79033.93759817556,sunpepe,meme,7.903393759817556e-05,SUNPEPE,0.0
33103.0,BABYCATE,77329.88454212608,BabyCate,meme,1.139936062207699e-07,BABYCATE,46891.7153883
32981.0,CATE,75161.74040445925,Cate,meme,7.516174040445925e-05,CATE,0.0
32893.0,UFO,69100.90605878206,UFOPepe,meme,6.910205501865085e-05,UFO,134.79833327
